,user_id,business_id,stars
140106,PZS4eIRRMr8JD-if02jF1Q,qdwwiRKwnhdlr9QcgJuzbg,4.0
99426,j0X-fLIBoGciGS17WC-V3g,T1EKhweXQnRP3niBrBL7Ug,5.0
209533,bVoHnrdKUba0y1gQk7KGGQ,Ol4QM1QI5GlK36t2sGC7KA,5.0
208141,3XzjttmckWkkFZKGON-64w,gWeYW0E5Tfmmj_9fugfLNw,5.0
71178,E7ELwCy8s1mT1qtmHMhKtw,EVl5rbR90yb9vqyq4o5K3A,5.0
184755,Wg_uoLbU9PPJG2ktPpoizA,XKPosZx2j4RHcZ8Ewdwj0A,1.0
196215,rcXj28qH9OAwiyxQY5J8jA,JTFFtWy_chbsHTs95yD_2Q,3.0
57992,_YITFA-wG_IsOWp5kTUMhQ,Z_JkVkaUcN4ITVeuG-4Qtw,2.0
121587,mkY4jH-4v0TBP2EdhGN0_g,NAyXRFKfSn6b7fSvVI7M4A,5.0
185846,-EfAZo5m0D8RZA6zWqSYpA,iP0o0sxOhxLssSdME4SZvg,4.0
185661,hW2lWTpJFDDyTJUcr0_FpA,suQugTjSMYMIrK5fAabC_Q,2.0
235319,cIgZpN4T8KucvruHLr4f5w,kUtfprUGDbfEaUlc1bk2Jg,5.0
74816,rzG4fvakx5EmYFGEH6C4RQ,9g0JuC-_vx35T0m3lidwBw,4.0
193145,uGQQMVVRiPijEM9o52Mi7g,KYKc7At4gH6T2qQ6JJ3wLw,5.0
191533,TePr3V1Oe8Qe9z-h9dQw6A,1aVbXH_4uQCTQU7HfGmyow,5.0
40687,6PyfSlfCgYdjnbDU5UYoVA,vWnCZVeggUGMd_cXlBohwQ,5.0
138241,qoLXExpe3ol3J0_KU3jjrQ,z_dSEPKwDL9Vtw1LrAAHWQ,5.0
28514,L0esicI9OYKchN9bbgzMTg,5CTmFgqxx7nl8jzQK2Du-A,3.0
26853,n8eERph6TgptVZRURnJaiw,yRvmDKX-Ocgd8zq_iMgujA,4.0
84891,VbHUkjEWOTQ_ZDHZz33lQQ,BPyopyEntbl4obte91gNrQ,4.0
239064,bKEsa8gwDnjsafGnzev0YQ,LnRn6ECHdqTeoFF0c8FKYw,3.0
186079,WmX5rMyJKC4Ix4iZg47XcA,98hNRWW4AC5IzEg4BP3f5Q,3.0
205800,USkwOZJW6-GEn2nhksNrrQ,xR7srTzHPLGqhAxKwVAyYw,5.0
232623,nM1ZPdb2H__j-uJCiXpddg,C5azlhXSTOlqVAM3nl95nw,4.0
197533,Ngv9qafyx1hGiRatPcsIjw,0qet57CmMA5qUm6gPFUTpg,5.0
152612,1QzxjHo3pPq-Kf2QoOibzA,gbjIwB_r6y4YhaZMwEK6mw,3.0
76330,Jw3Xv2h4yn4wDj6WARL01w,4oxLboB6UEcBxRwEjMrXag,5.0
114977,hNq0LMosQkIF4uEwhPFwEg,eZQbDYQTZk0_cBroVxnPWg,4.0
62235,kCvfk_gGMsiXin2EN1xRFQ,5DDumAHRKumv3gZiPKW6iw,4.0
45096,BkDZg4FjGJNY2XDCibd6gQ,65eDIQ8bpMJFtgdyX7ulVA,4.0
54852,-sby2p3gq-Ou0kBv6FsoXA,DuQtouEXOfo5K4ukON3qwQ,4.0
132074,MPGqUhAsmVEHq9k9X6VZKw,0uR48n5SYcLE_DLcjONZPg,2.0
235224,VdqWjYlMsR3JW4AfgchO8A,c0ZerP3dvw3x2IWXzNKDyQ,3.0
50275,Aj_AA00xTLxeANuEAnUhZQ,FGaaHr_krwaPGlD0mHPe4Q,5.0
184647,GlC9sjns2b2CWI8NGb73GA,9SU7ZZhaFUJJ6m2k5HKHeg,5.0
210862,NEAB0XB_vgR0tMPxdQYSMw,gSR9bmBa0HacSuMX5BIAxg,5.0
10932,oPq-CjCfXznhIR7_UVM-og,Nc7cqq5k0WZsVhu25QrmNQ,5.0
90447,6Q6vHuTdPu97PDfLGQBGxQ,Sb17eJkjHLjcPKSbpmRxWQ,5.0
88821,8KyJ4sR6fm-0ACcuyCJ3sw,OicpDroqnfmbtw5jSgf4lQ,2.0
222215,0IRCdFizREJ0sU3LI70-oQ,GwpoCSmwfJYo7fyBq_mDZQ,2.0
93783,AWEWVX1L63gP7FVMPycphA,axnI-1l2a_kydvL12-toIQ,4.0
19747,7Sz0TnAQZmEnrsgonIp2Ew,FodnfLi_ezVmL5DcrxnI3Q,3.0
69126,u4E4lWvubxy23rTTFPlaig,BEplfZTUzYwApjMUaOA12w,5.0
225704,4G5jw1xIE6o-l_X9dbi44w,HxC7kYHEVO-GKHvDoeI2RQ,5.0
40283,FJLL19RiDdYOF67O4Ouy_g,ZICX0zom1rky89kdOQ-U_g,4.0
58552,Bblmcu405ou08kph27j9sw,6nbmlMVmbifIjrEEbCaA6w,4.0
124996,ePmJ-eiGA961__UjYrCaRQ,IjeyNYr4kefZ2uZfrtJqZg,5.0
21421,AKF954RQY-mR6x3TaMjfQA,QeDkfLmXVguytF3Of9zg-Q,5.0
164794,-JO8ReHdLDIeLVP8dvAZaQ,3HrT5IcO3sd4pSBCFP4OYw,5.0
69588,9zrmM-AsZIVlTL_tpY5C4g,CFyPbqZaxoBTjOmVjSn_8Q,4.0
174668,SHm1uiduXqS3-39UYx6lTQ,hL5tldgv2eLcL-AUnPZ9gA,5.0
140055,VlRI_JcsRkX55Krj7oVZbg,SzzrUeJGnl_LQAJXMK8wQw,4.0
160607,zvnB-CH0aaG53TSNc7VHCA,7J_8O6w79raFRSORc3bRew,5.0
60882,itZf3Al4VvKIvwXFMwKfNw,q0n4I-zqiI47xispOqc1lA,5.0
209466,0EVYwLTPjriHG_7Lwfic_w,fMdfTMXQBioNlfcZsD1gOw,5.0
78548,kkXGReKMq3PrgAcf-zBI4g,Px56NzP2NAUH2GktqSkSVg,5.0
75164,EwMpV9WAA2v_DQ3qDb5ikA,VeRHiEbUe_vHprYn8mnezA,4.0
86250,DCj47Eu0IDNowUyWlm3Fog,Sh_c-UZ8Tk_H1porVieNmA,5.0
101065,2KnoduMAam0OkBERfv6Uvg,iH6heFdMwPXk9GIO6PwUvA,4.0
106088,oWuINpXVECuBfrZ3nrPtgw,aCQbOhehLeej31x6EMY5eQ,4.0
69932,qDs-mrJpv1BYvOjzrhoD5w,CrkO1a7Mp5Vd9uitXI0sXQ,5.0
19951,JAgXp2-Qz44TYVs1qWB3-w,90bL34o2KEes9pUnCOm7pQ,2.0
145671,ogkSx3LzAZrY7ZwFz5JV3A,-U7tvCtaraTQ9b0zBhpBMA,4.0
59465,uLPETg3t2fBeGXd5AF2ZNw,gQHvqWLvqOlSi_A0WkLLog,5.0
3128,BYVYXKqNs-vv-N1ZhRMs0g,wB2mrl_xHyj55UObucaVRA,4.0
114553,xmUsgd17dbjBqI1aZWxn3Q,qWi9dNGo9D9I4F9RANc-6g,5.0
36739,Uhdl0fTTwGf61kOK3XHt4Q,moZAQFO776KIBe38WjiTJw,1.0
151167,y8jJV4AeH6ZEBagQ_ys8KQ,qkyCuFJF2Uboh6n2Lmuwlg,3.0
51474,pgrMtp2mvosu6JOl9NboNA,WCHRJwybhl0vYdYVEjQv_w,5.0
75540,InMTEPxRxByYtqYtMg_TxQ,R5WkKWo9ae2gN2feWtB_4g,5.0
25036,ncIXv68Z9kbV7KQH_HqJRA,o4MJ4x8bm3_--37lSkwA8A,5.0
7268,v1CUO20KQdNNTXQz5L0P9g,6Z6IyosSMciZtwk8hRLRag,5.0
115300,CrfQRO_UB2KaDaGLpZt2qA,6MpOzb5ImLdDXHsn4HwI-Q,1.0
101057,2KnoduMAam0OkBERfv6Uvg,hI_WID6sP7EOgPeFFJPPwQ,5.0
43652,tixHXSIqapnGvS8bTf5_-A,BD-OOJ8PXSpYTgTHHhXt3g,4.0
156541,o6c9CcWJKrpU7pSJM2HB_w,VeRHiEbUe_vHprYn8mnezA,3.0
123825,VEUb7JsoY9JYQ5JrqUZqRQ,GQ9WqvuOKi0RaVJBFlDClg,2.0
206525,DvnZs_wsdiUg05C3rZBQaw,SqxIx0KbTmCvUlOfkjamew,3.0
44217,GOH8Gi_7xQdBlAbifho6WA,46hnat0aLao-qYWZkN9aBg,1.0
52967,Po4X8TVj1utFuD_WZAcgNQ,Ac52FTELfKifOWT4WOafpQ,4.0
179361,m94sRjotS_k54x0r4XtLyA,qQCsLGMncJp1xWUGnOKCQA,4.0
194874,6TAfQP4Uowjyq1CRJwEgWg,Bj8SEo-9tkOjXIYSub3Wag,3.0
207991,eYtsC59xG-eZ9SVokVHFxg,uqYB53z5GrtzJq8WHTF-xg,5.0
183909,spQgC98sv8afynNTtvrYZQ,BrclERrbZrQNRyBmDGawQQ,5.0
196583,Vc-w8-7QIrrN07oveskT3g,Xg_eCdx99z5Y1oTLimniOw,3.0
16750,t4YOppnSC-2PcACaYqALQw,xR7srTzHPLGqhAxKwVAyYw,3.0
240198,GbdtP-FO_3GJ6nTLNmyaAA,RkekriZhaIZ7nSJBVept6Q,4.0
32160,Vqgtngey014F0bqj71q0aw,mU3vlAVzTxgmZUu6F4XixA,4.0
188930,OK-sAtVLcHy7lAfLCZxyoQ,XgRDG9E_WLEbl8S-QUqQkQ,4.0
230126,_4g3466Y4--dlbR7EoeOCQ,zhj1rDmdmliip6PMYudQug,5.0
153085,wpfzyp1RK5BsHloicOunqg,jqQwHUrZk8M6uPPw3CPoFg,3.0
75764,bVRwy8knBJkhBiSlffFzXA,ccMpzq6Bu2Ha4Wbn6TnT7Q,3.0
28957,FKlcFgiKNHGq1E2I4gzsWA,sXYkjcuGhtaYP8yeQPaHgA,5.0
131875,MPGqUhAsmVEHq9k9X6VZKw,GHBLPfbssjupzlhBfCoF3A,2.0
122860,kcK7dmzDZ5j_z-edLj55Fg,M1hEQVMiND1rbiT8mo2j0g,2.0
181586,KKUUo8hLgKOhxtZnVKCPtQ,XPXv6KGuHaIe_v6aETZPHA,4.0
189151,Z6_enSez5g_o9aVPhV0TdA,Dv0OHpQSL4hOGl2KAEVvlA,5.0
228203,N_WqqQIH6NgGPiYKdsMBAQ,vcyDFpPtmfpAdCxev1xAvQ,2.0
128574,pZDjNlLNHjFF5yr-QOkaJw,iZMdwe0xebE3rF0x3LOr4w,5.0
246306,0cUzu82KJiE5_xZA0Iu3ZQ,8xC-o5frOQg19-vtrtQRvw,4.0
170227,ScgwEX4LWlRwTsA-yPGzbg,mklo4H47YWK7f18YXTCEoA,5.0
38446,_iWX9wa34s9nGafPjIgnOA,Edq3REDbBfss0WQu2Ta93w,4.0
196429,7XQcYvPa2OO-Q7S7XVpH-A,2IIqWeO5yd1VDrhGgZNuzQ,4.0
34880,vsXeuATb17ZbXFPO3i5FNQ,-2ToCaDFpTNmmg3QFzxcWg,5.0
47479,J05GayxDARJU3oll4M_p_w,ijY4C4ut4M9xg3QvK2R2pg,3.0
90283,wMZs0z7xXLfcBqQyiJ9uZA,5QNXZcclknB2PkfeN7FJWQ,5.0
245181,83xJ3mrE4vIucXa1HIhvIg,p6EUf6c9GCfG7seS_wfFyA,3.0
8663,NJpmODCPI8bEwlwOKCv5NQ,dWffjh0V6htC26wfPr8_Ug,3.0
125014,tVOjSiqZLjw94ThYNN6xhg,AOEjA6yCT2htzQCfbPy7vA,5.0
16601,vs1ozNme3r-GEx-PXQ8MLQ,C5azlhXSTOlqVAM3nl95nw,4.0
221157,C13j1jhgskiwIES6FTO2gA,3XIB6HrkrY1qSZbGtQBQVw,5.0
179437,hP0gRrxz_sy9becKmgaVAA,6bDyu8y8nq4w-BPmjW7koA,5.0
200477,UAGVBn3RfpUch4RMmk1CUw,lpel3pRFAzlow7u2TJMz4Q,5.0
147254,AZkByP584-F1bNqSQT6cdQ,ayaDm0WPZB0g0PYbGFkrzA,2.0
36472,5u9OwI0vu5Sr9Q54Cd5vsw,_DuPG5sSEwZcgfjdndQc4A,3.0
128845,LR3QpwSsNNaiqqvxBqW32A,GwpoCSmwfJYo7fyBq_mDZQ,1.0
124999,ePmJ-eiGA961__UjYrCaRQ,6nbmlMVmbifIjrEEbCaA6w,2.0
27800,cA5Cg8pqYovKtl2W_y83kg,3f0-EXRF0oy6NDsFh9TJKA,2.0
178322,FeaH3E-XDRHfrzV4Ea0LwQ,FcFnVG2NO2a6h6Mi86zaFQ,4.0
24315,tFW-yqyi4nwqW4MLn4ioig,-o082vExIs0VVNSuZmiTQA,5.0
92751,sAv1ttUnLHJiAml45_WcRA,DPZBuTuL7w5MVxsCEyQudQ,3.0
62617,f-1k2q3C_XEYzo1iB59Vtg,jNQnscvgn_dMTS954qW_9Q,1.0
22351,NItm6_wpZq_St9a_6DZUSQ,7GHtTixfTGFxx3JG2NdEdQ,5.0
249650,gvSUjpgYd3AO8kapsB5HRQ,MYnD-mEnOXNqrfIT2GeZqA,5.0
212451,oMt1QTGRlaZ5J39NwnFeWg,QeFsIMcIFIJcOrpthYL8jg,4.0
24563,-OVIupuWREGT_tNEnTsLYQ,ByZcAtm7-QuSCplgXK9PtQ,5.0
223503,dxFbYIGxFKo9mnelCNd1uQ,mJJ8TSciSt-UXWsq6tfEXg,5.0
34843,UtLmE8viFKTa1G4FqLiUaw,5874jeQ4BlypNzCJbL0Phg,5.0
149475,jxPXFBxe1FLKWQS6EU-ccQ,C0C7IxBSC1df0FwXODZCvw,4.0
166018,11tZKGhZs6vPz3yl_FekQQ,2zx0Pt5OeHhjAZoNRqYTog,5.0
192077,1TKaA8ESDY0_isLivLMMQw,BjrKNWhtQkedHw8hP_0Bjg,5.0
33579,8s7U_ub92v__kpQNKTV_Ng,59OgPGGzKFYqwSG_U06kuA,4.0
193783,e0SnWUdelH6hNvVFmeKbyA,QJcJaqhxFGaj0V6rRWupvA,2.0
194048,HW7EEah8AYkytq4ANYUCzg,Cp-clhAJs3NJRwXpXk_saw,5.0
226938,CP2kf09wy4chITnNrOsBXw,nNqQgldcRBkKpjikX9ENNw,2.0
31547,UtLmE8viFKTa1G4FqLiUaw,tTzQZTrwBgwxMch77nCJfQ,3.0
87993,G68eeBMVru9tRPo7QDy8Dg,NUT7tou1Uvjh0GB4I41Qig,5.0
68374,rzG4fvakx5EmYFGEH6C4RQ,g3w01guDiTLszguA3vUrSg,3.0
200820,1_SN3S96TQO4Y5GMU44Zsw,swi7mi1ixWpu5-tZO2mtsg,1.0
104332,KtkH8lQ4WmIEiKFuomah5w,peH054eonSBTLLC5aFOQ0g,2.0
170166,3I6KvORPz-CMwW3RXFdtSQ,hk3mC8gDnSEJ_OtmbILDBA,5.0
10810,X4cj_cZOwzBnooAEXMecIw,gp9ZESRRNLqWfgJtEzPThA,4.0
105059,anyWjahz_wk9PyVJS8o3ZA,M4vh_kzppP1nsxo7hsaVIA,5.0
35672,KwIa8PbbBKoMMUnb_os3jQ,Y3aGrZR8QBlj8C2l7oEvDg,3.0
109859,LSGQ8MOdf2mw7aEB9AQZCg,D6K3VT6S8FwFm4u5uN8T8g,5.0
10223,OCFMP8scHFeSvyFKCLqqsg,QjfCmeznfZC9BPowyO4Npw,4.0
88786,jGx8WtlpB04kgZTJwr6NAA,wV6Nle04jS8I40tUHPUiiQ,5.0
64290,Y76dnVJlqCHODU7oAc3U4g,FRuuIDOd21pTJHvEGIt1Gg,4.0
123410,98wS2aUBf8BqZZlSwXVYhA,Lf_VHUKpXI-5xElxTBgNBg,4.0
181689,2ZH12YNKTs_fvX6amgayKQ,EEWQsBjVkeXqIMXqdIeRMg,1.0
93765,AWEWVX1L63gP7FVMPycphA,oBWcHgBk7qVj33LUdQa-rg,3.0
70318,7Li2YlKJYkHZ-sc44iMqsg,_4noxz6NM0gBeVhZ58Emtg,3.0
30954,VdAveO_Fza1DP5C0wAV_Kw,gSR9bmBa0HacSuMX5BIAxg,5.0
226310,vxTwqML4oLCh7o1YDdXFnw,H_AEozeQfFrn6VJGDJEcKA,5.0
226857,hnT-oLI-HPSEE48rwt4Jrw,2VEa7rpo68KG0_5pBj0dFA,3.0
167046,nELSfeflSlEyHI_dPGsE7A,bI9_dtXS9qN0Gmi7YbRm5g,5.0
96699,mpGJaqCyGiCi4w7T1qbnXg,jgTAIr7huZoFt5vaBCDuBQ,2.0
239030,668vgzWmebSePL87B3xJ4A,foD6m1lhxAAfNEHdUbBpOA,5.0
19369,AqwpKjxMHbxJVNj0He8LSQ,8EvgKu_VpVXJ0KUvrxS7BA,4.0
195360,Hd2is0LzplykKUnBXW4o7Q,VR8QvH2g-jEG5EfMzA_G9w,3.0
96954,b_4G_x-XmlzZlhTL0QpE-w,PRz-0bPh1FdszZqt9uq4sQ,4.0
171985,YtCBTroghbojN36v3e_Y7A,NAyXRFKfSn6b7fSvVI7M4A,4.0
67328,hEu8iRkjXLu1TYbrVPilow,PDKq1UQQG1UjVRJ12weQ8A,3.0
41639,n3gFk6b43hQ2LRbqHsdaig,yZAGhlsrmupLbrgdKm6reg,3.0
167335,01ge1RM-A-VLbmV2KwH-Kw,57_msr8gjNakjGO-1f6B_g,4.0
9297,7HMovQaF2nfgf9cVFrZt6Q,0LDW1WT4mQ6r9GBf4G4kzA,2.0
224375,JB0pzxTsr-NgSl5L2XKugA,VKVDDHKtsdrnigeIf9S8RA,4.0
106868,-rSezXAD_IFzwXGZw34ClA,lwC0U4xU7T2qyCBRmrWFXQ,5.0
28951,jTlJ6soce3-WaDpS5JOoew,x8_NelKV1JY5S5bN7mWJuQ,3.0
76214,IGCvuKtLSrx2Y2iRBR_DRg,DEoWo84i_kf5juAQaGZPVw,5.0
109023,fggwLX3kIRX4T7rkma_onQ,5uMfIYovqfgk41abdfFegw,4.0
10295,ppYpYFe8zNxfEDUOO3bnvQ,aVTcYZ1h7QoF_lDdH_RLqg,5.0
122923,hnH24XLlhMHX51i90BJL6g,YLc7Djf3GsC8IT84YkZMzw,4.0
44901,gYew5w9sHnZjZmzgwqz2xw,LYWbyu1EQM2o5hwHG5_Ldg,2.0
241213,puDp4DWdD1qDjR1nZngMtA,kwi2TiPbCAVHsBNkEkZjVA,4.0
68940,Lt8ENtQSOi0rbpIvunliaw,kUTusjnUPVZUgUJc2GuWuA,2.0
245183,83xJ3mrE4vIucXa1HIhvIg,S2N-j0HFC3Ry0_KsxafShw,5.0
59727,QfRKmnx3zmxWtg4VT2OBXQ,CgCkOG9Z5gCO3fgq-ficpQ,3.0
248548,vca_LFldZMlxY1Whwc5UUA,8OeHn9KCbICuRBs_XiDDUA,4.0
209065,PtrNBiuTtkkUWU0F_yB2eA,8RdsWc09Scotx4YD1GgPKg,2.0
133940,TuBGAHJHy8UQ7ioiKIR-Iw,2Y0-nrSZNsLRStyupZgM7g,5.0
114262,XMV1L5NNButqMCxmWCFOkg,lrfbOC8cbxc4NsguFeSjmw,3.0
189560,qJYhzGGoOcCSS57L5pOa7g,sz59vCd4YrfF2JBf153dDQ,2.0
151569,JSdg_uMWLQVoD9HugsGi_w,zMfZLd5_h5W8ZVxTNoeJyQ,1.0
170918,7kwq3oB9wj5NTd1WhM0OlQ,yDtVs0NnuYdYwsUHfQWmZw,2.0
224908,awAYFR8liRE8HimuzhpE2w,cUGyI6ZrMXOAMn5EIiHhtw,5.0
200335,e9FEL8fK-Cg0eCor9_ScHQ,w1fJzm0ladnhvT7Jc0MJ6w,1.0
175705,guLd8Un1pSItz9ZFRYDmuA,yY3jNsrpCyKTqQuRuLV8gw,4.0
141153,PzspBUVXPlfz17ZwW65j8Q,e3rNvRnupvSMu6BABlDUuQ,4.0
246459,A-aDcw-5MrgfGlhH__H0hg,Wuo8bVfUscGkJaWSSyNGlA,4.0
63795,pcXtO3CaY-y-Znr4WzFR4A,prPOsr3aS9IStGdBil9l5A,4.0
144926,fzxJg_MOX-jNOSEbUwWhow,sWzzhyVrxwvwyoxzFH0mSQ,5.0
61259,SG5bw-Y1EKV-76lNISADxA,Qf6EnIzKqhXQg4YNkVAqHQ,4.0
31102,t-fRKDnefE82aKh-JdcJYQ,ZbQC5MCxZPg2HhrQ2VV4lw,2.0
211849,vKm1FT_mIBsVSPSpVK6NcQ,WfgupKdYx1h0mKBmOmNQ3g,2.0
180130,aLirZAU7uRWE8mgC-JJV6Q,YFqlMM1tFn0C4b9aHdzOgg,5.0
168659,4QVxSp6BcVQ4Hw-9F1pczA,vfwTrfrZ3FWhVkyLjAggLQ,2.0
222649,Uwg0w9uNoTIETyVsiFp_Uw,dnB7SD38_lwiC9E-BJxq-Q,5.0
99621,Wge2WH8UTKfaIUK2vaOy0w,LkXdSdPLY3_7rwI9PrY5qA,5.0
91115,F4O4XNZDqHg-Cjew96Dohw,oqSl1UbxD6n9aFnQiYY96w,2.0
16410,EiKPdfC-69W4WqDZkRk_bw,Gw-ozqLSHoP3BQPKaiXJGg,4.0
187828,peJNJOvInCgchKLASR0aMA,5Qoq8cif3nMCQUN-urH8YA,5.0
98898,7ZpFQkcwFT9DRMzR76e0rQ,RpKJ1uDiuXbc8vtMGOofJg,4.0
143510,9d1jEameLF8jMjLw0j6F1A,veXxt8rGY_RJPpA5QkHT9Q,2.0
163903,cZ3GT4vJwdFI_OMm5YOBMw,NIF9q-xwMzYkmFyE2BCJDQ,2.0
106704,ozYNJb45ijhpwTJslKquww,B32Ghxep_UhiscserSXMSA,4.0
15233,8_fMYzcLQDj-ZXOyCcFApQ,OtGSQQzV7uF8XPAsNIh7Bw,2.0
111812,t-7YREZ3eo1XVFEPHgDBAg,g6l78EOVGYzMmnTSGj8TcA,1.0
160146,ElpNXvtgfiXw4HsZyK7JAA,yX0pOWG_Be9TjGnm0aihVA,5.0
248554,4n51CBHA03RTqfMbnWQppw,24Td_CQH1bonWKff1rt2vg,4.0
176100,sjgCe1gytIKQHHIISfRH6w,oJPInRXXXLwG_89I-5cIiQ,3.0
66770,4FrD7jR4L928eQREwUEScg,2gI7dlktBQXPZiuOW-HWvw,5.0
27371,shTkhZpAo1HfqTT2ZRNzRQ,qEneEkjgJp8pLty7dIy_YA,4.0
10543,UhSjUrizALtdhtwG9AeG_g,ey27rNqT2dqBqCP36iCNpQ,5.0
2973,ANWSxftICfcrcZUbrb7-ug,SYKC66fxrtytQAIae9xd-Q,5.0
5276,1PJ-RjMqXHeymSkLRzuIdA,-C8S2OPEOI1fL-2Q41tWVA,5.0
31567,RTuFHC7mOlNUbcks8CFwAg,J3_FTjy9LAtTtoW_cLwPxg,1.0
71702,jDrIQzaOtbZS0boKGjMZKQ,ZX9eujPNUxqWEWYdr4Ulqg,5.0
144600,nH0KBh5nX7LCn0PgYM6UPA,Fvd8qeJCXFbMYQk45S7iBQ,4.0
95177,neWu2OC0ufoA_BRybPpbQg,wFEZPY0JjUIJ8tNWx62vmg,3.0
221862,rO2gqFuAUUOMWz_AC2zXDg,41b2SLmjLcxTGLVRxASiDA,3.0
228052,tMQIW-_M_318L9nqbfxzcg,9XcWAcp1dCpcLcHTBENn-Q,5.0
100762,7ZpFQkcwFT9DRMzR76e0rQ,ypJMOo1eNGreGMfP6FUcFA,5.0
14074,_8CUQflSCrE2gBwGJEtyTA,ADhhGFi5ojSQS2uxMWOA_Q,5.0
75819,3jWs3N9GmU7Ci9WLNhm-bw,csOR4N615Qc94jSP0tLftA,3.0
66325,3mNvnMXFe77roQDK3FhkPw,X0qAF43gdcd5Deah3drNuQ,4.0
193082,OklAMdHKWqglCohiSPDEGg,25wTaO0_Rk-GLb4k2uMs0Q,5.0
18271,cu_IZYFbpz5yJqwMGabW_g,r3Xx9Qk3xAMzYGIGFBcKpQ,5.0
146997,8-vA0bRIQp12mpgwq2tTmQ,k5pA0N9K2zy5OQZSqeC0jQ,4.0
10949,oPq-CjCfXznhIR7_UVM-og,Wi1C9IC7-xcA1a91FtQwog,4.0
131452,mUeftB16SspEzaIiAk-CEg,QhCzkwMzNa6aSFnsQuFPeQ,5.0
232855,YjLBXcXE7EE9l7sn9QU9uA,2hyciWHsqnbqdEkUvO3KuQ,4.0
201940,eRvPOtsjkzTjn0f__HaXKQ,g-NKvwy8iLePEQHsoUb17g,4.0
33082,UtLmE8viFKTa1G4FqLiUaw,_w5hBpkjHs5_Hv3pLeHtIw,4.0
233460,S_9xTmBOARaqVis0WqlhPw,kzqx6Z2sse8PV3hVCVEw4g,5.0
15061,D2jRoU0ZpRlah2PwShBNlg,QteBKpZTRa2dJ3u7MLiXww,5.0
81482,fFWPLIdYSLa9RsyiYM8_CA,MQD3EvzB7C8zol6kBxBrSg,5.0
192343,NimVEAsAEx2JPm2lWmYTNw,Y1-nbySEHec051ix7beSGw,5.0
207303,UXz8kItf8GvkuJfgeRp7tA,iiIXOU0L-KUCjuNES2e6Cw,3.0
36946,DF050G0HtFnE3-NmFdWk5A,4RoTEeqB_MNn6yaqZmlZHg,1.0
46465,_8aRrezvCFa-CzdZsUvvkw,bhqOSajw2x1NLQxijsDVcg,5.0
245526,lp0g7sHrBkrPsggbO4ltsA,m3taaBl26JJIpZq4hguRWQ,5.0
67616,HcT3BZLc25R9eekoHBA1MQ,9c3LlXubVkbMwIrS8dIp0Q,4.0
152175,5VhMeA3fg6XSmLuF1_0PLg,uLzgiSqVg5Pr93VVXSdOlg,1.0
199652,pZDjNlLNHjFF5yr-QOkaJw,K2C8dSx9215LLcIzHL959Q,2.0
243325,2nZFhW17yz9eEj7dFSJFUg,GwpoCSmwfJYo7fyBq_mDZQ,2.0
201959,eRvPOtsjkzTjn0f__HaXKQ,3HJJ3Y1_7aXuVEjTMUgcfg,4.0
196892,dSZsVp3LZpomay9BcX6Zgw,vOY6w1Q45Iod8sy2c8zetg,5.0
212697,Cbb1QMH4EE69k8iw85iBMA,w-ZGg3GKsnuVxMmiZSeryw,1.0
219941,WnmGvmHt-7eyDBiRd11faA,BuHbMNbCQzzYi-3Y5w1c4Q,1.0
218540,6y5D-IJYg909eUMWmAuLNA,UN_6ebslv5cxdDmZAX3ivQ,3.0
115888,ZjeiHSAe-_95pkwWpfKFHA,313pOZvjvoi6QI5oXgtRHA,5.0
79733,YuTuZjCHy2_jlcYAUswYFA,VsHhy9ixEze-AxNYt6UxLA,1.0
128362,ThKXa4fSbkZRxj9T0RnSBA,1dX0u7zsjizDvatHEutHdQ,4.0
162174,G7J-dgGM24nCZlLUQKwwLA,l3joBBpkq0ib11dKUpKMAw,5.0
114005,S5XcLpVHrds8e1ayTofYuw,-Ylpy3VyRWwubf9dysuwjQ,3.0
14300,2oMtBPoc8dSrAgNjWdP-lQ,9GPWnFfwL3teZFax-CPD_A,4.0
239073,jpnowuelbIbP2EyAg2qIRw,-PABBD9nMgAYZHSShqGsjg,1.0
90933,VbHUkjEWOTQ_ZDHZz33lQQ,_M-jfz2X_QFr2VwKSvbhxQ,4.0
2950,0CMfapl4wIafSnYuA6Ihsw,YBIhTjmEH3IEZW4Dr5ReRA,5.0
87440,4HylDOMWfmOiycsHM9Yfhg,avkOIpslBUFZMQhELpl3JQ,5.0
124636,DYNHc9IxYwdJuGuC4bvpAw,GxSxxnnUkLJrfR2aznPLPg,5.0
81949,kFYVYZRBCseyrH76WqjFAw,HD4JDFoc_htq5VYESJT8gw,4.0
173067,tLbWsaHzIRnKKsODX2ijMA,_eJ2ETotJBzZBQS15fD-8A,5.0
95809,9Mc_5G4yDQxGAmxuTCtIBA,6t98--hqg8suYkm_37re8w,3.0
228146,lwuDM7KEmunJK12F_Vzuqw,AVv1l2mFjvcuWPss2EDedw,5.0
114515,5v2fRbZ1lZLPikF1bAKsKw,FB2zcyp_z1XEM5WngoO5Lg,5.0
201563,CfGCj80EdA-xS-mTWlAn4Q,RAKSBqeNb-p_ZABwAWH_jA,5.0
17184,taIhTxonca_o_r6Oy6V92Q,X11JfeIVH9d6qMrDqA-N7A,5.0
93591,9Mc_5G4yDQxGAmxuTCtIBA,kp9o9uv_scnT6ZBdDvvLaA,3.0
126737,Sl9vq-uwflcE-qN401Hheg,W8xPHUqL088jdcmNZyH-eA,4.0
